asset_id,source_path,normalized_path,sha256,duplicate_of,file_name,extension,file_size_bytes,width,height,part_number,part_number_source,recognition_confidence,product_description,category,image_quality,visible_flaws,suggested_edit_prompt,cat_fitment_status,cat_fitment_summary,cat_fitment_sources,selected_for_site,web_asset_path
975f80a79329,original assets/网站产品照片/1产品图汇总/335-6220 35缸盖/IMG_20251105_180427(1).png,original assets/网站产品照片/1产品图汇总/335-6220 35缸盖/IMG_20251105_180427(1).png,422c520e33459eb0ea405c878566c075997a56e6c699fe960047fa6d2ea242f2,,IMG_20251105_180427(1).png,.png,5685031,3072,3072,335-6220,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
63806bc39038,original assets/网站产品照片/1产品图汇总/335-6220 35缸盖/IMG_20251106_093945.jpg,original assets/网站产品照片/1产品图汇总/335-6220 35缸盖/IMG_20251106_093945.jpg,9955d437c7ac8f71a68a51fdc517016e45d5f0a5ae10767eb6c56bea01a7185d,,IMG_20251106_093945.jpg,.jpg,10075906,3072,4096,335-6220,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
e70f91e9dd54,original assets/网站产品照片/1产品图汇总/335-6220 35缸盖/IMG_20251106_093951(1).png,original assets/网站产品照片/1产品图汇总/335-6220 35缸盖/IMG_20251106_093951(1).png,e201708fe8066d99a95de468cb6344e6a1e21a05966b48210748838a35c0b04b,,IMG_20251106_093951(1).png,.png,7620305,3072,3072,335-6220,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
0e895272e808,original assets/网站产品照片/1产品图汇总/335-6220 35缸盖/IMG_20251106_093951.jpg,original assets/网站产品照片/1产品图汇总/335-6220 35缸盖/IMG_20251106_093951.jpg,0279313fc1ae1e2496dc53b9e5a12e222f3cf74fd7c9874911981560cba888d6,,IMG_20251106_093951.jpg,.jpg,10017804,3072,4096,335-6220,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
3d13b72341eb,original assets/网站产品照片/1产品图汇总/335-6220 35缸盖/IMG_20251106_094008(1).jpg,original assets/网站产品照片/1产品图汇总/335-6220 35缸盖/IMG_20251106_094008(1).jpg,31651b715fc968900f48cd291c756b949e9b1fc4dbf9956b48b536f02497faa9,,IMG_20251106_094008(1).jpg,.jpg,623825,3072,3072,335-6220,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
8cb9eca0ee04,original assets/网站产品照片/1产品图汇总/335-6220 35缸盖/IMG_20251106_094008.jpg,original assets/网站产品照片/1产品图汇总/335-6220 35缸盖/IMG_20251106_094008.jpg,1262a7ed591fb3974e3b9038ccc44951dd897a13a43120c2713839699fa42dc4,,IMG_20251106_094008.jpg,.jpg,9474593,3072,4096,335-6220,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
b36450a83e86,original assets/网站产品照片/1产品图汇总/335-6220 35缸盖/IMG_20251106_094024.jpg,original assets/网站产品照片/1产品图汇总/335-6220 35缸盖/IMG_20251106_094024.jpg,51115e94f5e405a3cd34a60cd82b0daa677313b55a9e55c9e5765436debd73af,,IMG_20251106_094024.jpg,.jpg,9808940,3072,4096,335-6220,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
1cdb0584a01e,original assets/网站产品照片/1产品图汇总/335-6220.png,original assets/网站产品照片/1产品图汇总/335-6220.png,90d7a857ea02496b56a723e964b8a53551a15fd63f3ac52930f44b0df1eebb37,,335-6220.png,.png,10928865,4196,4197,335-6220,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
d4fa457ec99c,original assets/网站产品照片/1产品图汇总/337-7048.png,original assets/网站产品照片/1产品图汇总/337-7048.png,ec351cea745039b2321313791ce85666977ae4dc5a8a0c11cdc41300097a1708,,337-7048.png,.png,6792448,2823,2823,337-7048,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,True,assets/products/337-7048/337-7048.jpg
aa36eecbf2f9,original assets/网站产品照片/1产品图汇总/3412E.png,original assets/网站产品照片/1产品图汇总/3412E.png,90251250ed3f0a5630dd53014cde9bb53aefd67be3f2dc96d0c7286f30e679af,,3412E.png,.png,8977483,3072,3072,3412E,filename,medium,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
3bcede08b910,original assets/网站产品照片/1产品图汇总/375-8345.png,original assets/网站产品照片/1产品图汇总/375-8345.png,67612c210e7bf0591fb742408e9ab197f048939b88bad51a30efab8edeae4375,,375-8345.png,.png,6559934,3072,3072,375-8345,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,True,assets/products/375-8345/375-8345.jpg
626bd26d8176,original assets/网站产品照片/1产品图汇总/37b1708158a6d6d61561f3ab7f0ad43(1)(1).png,original assets/网站产品照片/1产品图汇总/37b1708158a6d6d61561f3ab7f0ad43(1)(1).png,3f1c6a83fc92a63a282a6841bda480ecda99a738a9cd87fde981257faaa8b2a1,,37b1708158a6d6d61561f3ab7f0ad43(1)(1).png,.png,1655640,1706,1279,,none,unreadable,Product type requires visual review.,Needs Review,medium,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
a117df2d0da6,original assets/网站产品照片/1产品图汇总/383-1388.png,original assets/网站产品照片/1产品图汇总/383-1388.png,89669a4e7d135c83deac57c52ae776ce40da394743f703844f96a118e6b1a89b,,383-1388.png,.png,2315119,3072,3072,383-1388,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,True,assets/products/383-1388/383-1388.jpg
9db658d00267,original assets/网站产品照片/1产品图汇总/388-1307 (2).png,original assets/网站产品照片/1产品图汇总/388-1307 (2).png,c616e55758dc5f6c065d0955fc12200f2ec903f9e59ad6a1d1904ccdec534180,.asset-staging/extracted/7-PNG/微信图片_20260121124240_23_3.png,388-1307 (2).png,.png,4244844,3204,3204,388-1307,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
c02f380f2361,original assets/网站产品照片/1产品图汇总/388-1307.png,original assets/网站产品照片/1产品图汇总/388-1307.png,d1f3b0f36c807ad0addb23d337d298d94809885f9b64bf97c239f7fedd931036,.asset-staging/extracted/7-PNG/微信图片_20260121094535_1_2.png,388-1307.png,.png,3255412,3060,3060,388-1307,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
34a42750a0c1,original assets/网站产品照片/1产品图汇总/3881307传感器/388-1307 (2).png,original assets/网站产品照片/1产品图汇总/3881307传感器/388-1307 (2).png,c616e55758dc5f6c065d0955fc12200f2ec903f9e59ad6a1d1904ccdec534180,.asset-staging/extracted/7-PNG/微信图片_20260121124240_23_3.png,388-1307 (2).png,.png,4244844,3204,3204,388-1307,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
4d83c7e22cac,original assets/网站产品照片/1产品图汇总/3881307传感器/388-1307.png,original assets/网站产品照片/1产品图汇总/3881307传感器/388-1307.png,d1f3b0f36c807ad0addb23d337d298d94809885f9b64bf97c239f7fedd931036,.asset-staging/extracted/7-PNG/微信图片_20260121094535_1_2.png,388-1307.png,.png,3255412,3060,3060,388-1307,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
66bfc7f545f3,original assets/网站产品照片/1产品图汇总/3881307传感器/IMG_20250711_170624.png,original assets/网站产品照片/1产品图汇总/3881307传感器/IMG_20250711_170624.png,e66b477c9a17c3569991c94f3ea57d1d9b0e78b6d09974c59b6ea97b1c04b7c4,,IMG_20250711_170624.png,.png,4945552,3072,3072,,none,unreadable,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
beb896d68b88,original assets/网站产品照片/1产品图汇总/3881307传感器/IMG_20250711_170825.png,original assets/网站产品照片/1产品图汇总/3881307传感器/IMG_20250711_170825.png,bd3b9ce38dcb775a650dd7138468ab80087895d5809496ad24d15a12ec548490,,IMG_20250711_170825.png,.png,6116257,3072,3072,,none,unreadable,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
182c0c4c1038,original assets/网站产品照片/1产品图汇总/3881307传感器/IMG_20250711_171035.png,original assets/网站产品照片/1产品图汇总/3881307传感器/IMG_20250711_171035.png,c6a11b15f7b2931375a93262d1e0a0856f15d7d8b0eb4453400ebd4b309eb40f,,IMG_20250711_171035.png,.png,2397328,3072,3072,,none,unreadable,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
514eb0361c38,original assets/网站产品照片/1产品图汇总/3881307传感器/IMG_20250711_171335.png,original assets/网站产品照片/1产品图汇总/3881307传感器/IMG_20250711_171335.png,47d8d24c35ede384eccce0f1c22b2a080cac6d8d18ba21649aa2e74ad0ab3f1d,,IMG_20250711_171335.png,.png,5865028,3072,3072,,none,unreadable,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
a85f0d52191f,original assets/网站产品照片/1产品图汇总/418-4861/408-4861.png,original assets/网站产品照片/1产品图汇总/418-4861/408-4861.png,fd696e792a7f2b233dc73295754872d4b3e80dd4db3bc5e9484e4b545840d066,,408-4861.png,.png,5988499,3072,3072,418-4861,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,True,assets/products/418-4861/418-4861.jpg
7ba92ffa5c97,original assets/网站产品照片/1产品图汇总/418-4861/微信图片_20260213165858_14_36(1).png,original assets/网站产品照片/1产品图汇总/418-4861/微信图片_20260213165858_14_36(1).png,8990d426cba9d3a4922348f787e8fe2504c76d7b71428660262b2f81a283ae31,,微信图片_20260213165858_14_36(1).png,.png,1861897,3072,3072,418-4861,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,social app source name,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
9431f6a68ee1,original assets/网站产品照片/1产品图汇总/418-4861/微信图片_20260213165859_15_36(1).png,original assets/网站产品照片/1产品图汇总/418-4861/微信图片_20260213165859_15_36(1).png,913d562fda70f425b17b7ac98898c1b70f083edaf12365942e016c87f41b6eb3,,微信图片_20260213165859_15_36(1).png,.png,1031076,2823,2823,418-4861,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,social app source name,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
4ee16945166c,original assets/网站产品照片/1产品图汇总/438-5682 点火变压器/4385682(1).jpg,original assets/网站产品照片/1产品图汇总/438-5682 点火变压器/4385682(1).jpg,a59a0310b8dc20aa4777ddfc253a181a31817cc6c6d6bbb1dd62b62868043d3b,,4385682(1).jpg,.jpg,642192,4515,2764,438-5682,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,True,assets/products/438-5682/438-5682.jpg
7cabcbf8d921,original assets/网站产品照片/1产品图汇总/438-5682 点火变压器/IMG_20251204_142541.jpg,original assets/网站产品照片/1产品图汇总/438-5682 点火变压器/IMG_20251204_142541.jpg,a1cf53cb568a90393b15cb2f660176f823fb090489c04864d21fd6b8651b8422,,IMG_20251204_142541.jpg,.jpg,3632929,4608,3456,438-5682,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
aeefe9409567,original assets/网站产品照片/1产品图汇总/438-5682 点火变压器/IMG_20251223_170654.png,original assets/网站产品照片/1产品图汇总/438-5682 点火变压器/IMG_20251223_170654.png,cac163024ac1d817549e614ac73a3b2938fecb0dcb863b2eaddeb7e60d374808,,IMG_20251223_170654.png,.png,117715,800,800,438-5682,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,medium,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
2c0455e85dea,original assets/网站产品照片/1产品图汇总/438-5682 点火变压器/IMG_20251223_170834.png,original assets/网站产品照片/1产品图汇总/438-5682 点火变压器/IMG_20251223_170834.png,0ca1527e2d08962e9c8892e07108d42596c20367904428bd2837337595aa5082,,IMG_20251223_170834.png,.png,937198,3072,3072,438-5682,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
2361e8b32b72,original assets/网站产品照片/1产品图汇总/438-5682 点火变压器/IMG_20251223_171136.png,original assets/网站产品照片/1产品图汇总/438-5682 点火变压器/IMG_20251223_171136.png,a2ef077b4108438ba9799402abefb86dc7ab04a9f3ff81f9b1dc11a46cae0272,,IMG_20251223_171136.png,.png,1385193,3072,3072,438-5682,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
5733c55d19fc,original assets/网站产品照片/1产品图汇总/438-5682 点火变压器/IMG_20251223_171149.png,original assets/网站产品照片/1产品图汇总/438-5682 点火变压器/IMG_20251223_171149.png,56a4cc06924577e90f4156a2aa82c149dca8e9b7244c588467ed8537c888a961,,IMG_20251223_171149.png,.png,1577070,3072,3072,438-5682,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
4e863f9d55f2,original assets/网站产品照片/1产品图汇总/438-5682 点火变压器/IMG_20251223_171326(1).png,original assets/网站产品照片/1产品图汇总/438-5682 点火变压器/IMG_20251223_171326(1).png,13af6ffbadbb5e59c84de13abfba877b565a1e39d3b9ca0b0c3061d783d2471e,,IMG_20251223_171326(1).png,.png,4191805,3072,3072,438-5682,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
a98fed8c6fb9,original assets/网站产品照片/1产品图汇总/4385682(1).jpg,original assets/网站产品照片/1产品图汇总/4385682(1).jpg,a59a0310b8dc20aa4777ddfc253a181a31817cc6c6d6bbb1dd62b62868043d3b,original assets/网站产品照片/1产品图汇总/438-5682 点火变压器/4385682(1).jpg,4385682(1).jpg,.jpg,642192,4515,2764,,none,unreadable,Product type requires visual review.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
de27598690cc,original assets/网站产品照片/1产品图汇总/455-7266.png,original assets/网站产品照片/1产品图汇总/455-7266.png,39ad1f2b9d09265490b7c3d505fab9078f46460eabb7f8f11b0709a4ebc73457,,455-7266.png,.png,4503473,2823,2823,455-7266,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,True,assets/products/455-7266/455-7266.jpg
5dad7de3a4b7,original assets/网站产品照片/1产品图汇总/488-1675 C15 C18缸盖/微信图片_20260225094753_2172_38.jpg,original assets/网站产品照片/1产品图汇总/488-1675 C15 C18缸盖/微信图片_20260225094753_2172_38.jpg,f4e909a2f7a985d158f9ace7d995c11e3139a302432edcd720dfa703a648d00b,,微信图片_20260225094753_2172_38.jpg,.jpg,2831873,4160,1920,488-1675,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,social app source name,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,True,assets/products/488-1675/488-1675.jpg
cdedbae720be,original assets/网站产品照片/1产品图汇总/488-1675 C15 C18缸盖/微信图片_20260225095218_2180_38.jpg,original assets/网站产品照片/1产品图汇总/488-1675 C15 C18缸盖/微信图片_20260225095218_2180_38.jpg,2bf281b395f21b432d989ef0c3e25ad9384af25a0fb056bda270de3c73898bcb,,微信图片_20260225095218_2180_38.jpg,.jpg,3345622,4096,1888,488-1675,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,social app source name,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
aaf91ada5d02,original assets/网站产品照片/1产品图汇总/488-1675 C15 C18缸盖/微信图片_20260225095242_2182_38.jpg,original assets/网站产品照片/1产品图汇总/488-1675 C15 C18缸盖/微信图片_20260225095242_2182_38.jpg,3a467480e57a75f00044e902e5a3f45c03109c6237b5888678fbbf63f6508e79,,微信图片_20260225095242_2182_38.jpg,.jpg,3503552,1888,4096,488-1675,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,social app source name,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
3ff92bc7ab35,original assets/网站产品照片/1产品图汇总/488-1675 C15 C18缸盖/微信图片_20260225095720_2185_38.jpg,original assets/网站产品照片/1产品图汇总/488-1675 C15 C18缸盖/微信图片_20260225095720_2185_38.jpg,ec646aa3f88670221c69331ce41752f8bad451a61e05db05932111288b77ea7e,,微信图片_20260225095720_2185_38.jpg,.jpg,3284749,4096,1888,488-1675,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,social app source name,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
4fe0c54851c1,original assets/网站产品照片/1产品图汇总/497-5606 (2).png,original assets/网站产品照片/1产品图汇总/497-5606 (2).png,daa43b4afeacd33a6238718d5abcdd5679305f17611d7aa4c83328804999e562,,497-5606 (2).png,.png,4049837,2160,3840,497-5606,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,True,assets/products/497-5606/497-5606.jpg
8356ecb3905a,original assets/网站产品照片/1产品图汇总/497-5606.png,original assets/网站产品照片/1产品图汇总/497-5606.png,d3c69e88a632440a94323292624e8f451eb10d8dc9eff116e7eac761a3f1f77a,,497-5606.png,.png,1021760,1279,1279,497-5606,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,medium,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
7da702593630,original assets/网站产品照片/1产品图汇总/4N8220.png,original assets/网站产品照片/1产品图汇总/4N8220.png,d039145c92121d94f1815940b7091914be6bec5f42872293ceff0f2549969b49,,4N8220.png,.png,6809876,3648,2736,4N8220,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,True,assets/products/4N8220/4N8220.jpg
faa81f7c9db5,original assets/网站产品照片/1产品图汇总/500-8527 排气门 图片/微信图片_20251020172634(1).jpg,original assets/网站产品照片/1产品图汇总/500-8527 排气门 图片/微信图片_20251020172634(1).jpg,2688d1174a268c6e5181f753160ebfecf0475651faf07852fd767a32c750d366,,微信图片_20251020172634(1).jpg,.jpg,2656332,4320,4320,500-8527,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,social app source name,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,True,assets/products/500-8527/500-8527.jpg
ab10e86a8f46,original assets/网站产品照片/1产品图汇总/500-8527 排气门 图片/微信图片_20251020172634.jpg,original assets/网站产品照片/1产品图汇总/500-8527 排气门 图片/微信图片_20251020172634.jpg,56eb01a548a7fa5421d07055de4f36ec7b10962e5e1a0ed90d25995caf560155,,微信图片_20251020172634.jpg,.jpg,8612062,4320,5760,500-8527,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,social app source name,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
4a94a862ce10,original assets/网站产品照片/1产品图汇总/500-8527 排气门 图片/微信图片_20251020172643.jpg,original assets/网站产品照片/1产品图汇总/500-8527 排气门 图片/微信图片_20251020172643.jpg,a4168a3fbd378c169f0aba60a77c566f2eb9b3c1622e41560f209777df68d613,,微信图片_20251020172643.jpg,.jpg,5868669,4320,5760,500-8527,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,social app source name,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
29bfc17b6771,original assets/网站产品照片/1产品图汇总/500-8527 排气门 图片/微信图片_20251020173132.jpg,original assets/网站产品照片/1产品图汇总/500-8527 排气门 图片/微信图片_20251020173132.jpg,995c29b5b59455e1dd8dc03345fdea7ad287268d059589f0acf13ca41d81233b,,微信图片_20251020173132.jpg,.jpg,4573059,3060,4080,500-8527,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,social app source name,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
546fa03d7e70,original assets/网站产品照片/1产品图汇总/500-8527 排气门 图片/微信图片_20251020173140.jpg,original assets/网站产品照片/1产品图汇总/500-8527 排气门 图片/微信图片_20251020173140.jpg,4bdc72740ccfe37a10a9f57b3bb8e877d3ea1791f1128e2a56e1b5ca9340b757,,微信图片_20251020173140.jpg,.jpg,5293185,3072,4096,500-8527,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,social app source name,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
